Nombre,Temporada
Vernal Growth Hood,6.0
Gloves of the Cormorant Blade,6.0
Illicit Collector Gloves,6.0
Illicit Invader Gloves,6.0
Illicit Reaper Gloves,6.0
Illicit Sentry Gloves,6.0
Inaugural Revelry Wraps,6.0
Iron Symmachy Gloves,6.0
Notorious Collector Gloves,6.0
Notorious Invader Gloves,6.0
Notorious Reaper Gloves,6.0
Notorious Sentry Gloves,6.0
Outlawed Collector Gloves,6.0
Outlawed Invader Gloves,6.0
Outlawed Reaper Gloves,6.0
Outlawed Sentry Gloves,6.0
Vernal Growth Gloves,6.0
Duster of the Cormorant Blade,6.0
Illicit Collector Robes,6.0
Illicit Invader Robes,6.0
Illicit Reaper Robes,6.0
Illicit Sentry Robes,6.0
Inaugural Revelry Robes,6.0
Iron Symmachy Robes,6.0
Notorious Collector Robes,6.0
Notorious Invader Robes,6.0
Notorious Reaper Robes,6.0
Notorious Sentry Robes,6.0
Outlawed Collector Robes,6.0
Outlawed Invader Robes,6.0
Outlawed Reaper Robes,6.0
Outlawed Sentry Robes,6.0
Vernal Growth Robes,6.0
Boots of the Cormorant Blade,6.0
Illicit Collector Boots,6.0
Illicit Invader Boots,6.0
Illicit Reaper Boots,6.0
Illicit Sentry Boots,6.0
Inaugural Revelry Boots,6.0
Iron Symmachy Boots,6.0
Notorious Collector Boots,6.0
Notorious Invader Boots,6.0
Notorious Reaper Boots,6.0
Notorious Sentry Boots,6.0
Outlawed Collector Boots,6.0
Outlawed Invader Boots,6.0
Outlawed Reaper Boots,6.0
Outlawed Sentry Boots,6.0
Vernal Growth Boots,6.0
Bond of the Cormorant Blade,6.0
Illicit Collector Bond,6.0
Illicit Invader Bond,6.0
Illicit Reaper Bond,6.0
Illicit Sentry Bond,6.0
Inaugural Revelry Bond,6.0
Iron Symmachy Bond,6.0
Notorious Collector Bond,6.0
Notorious Invader Bond,6.0
Notorious Reaper Bond,6.0
Notorious Sentry Bond,6.0
Outlawed Collector Bond,6.0
Outlawed Invader Bond,6.0
Outlawed Reaper Bond,6.0
Outlawed Sentry Bond,6.0
Vernal Growth Bond,6.0
Helmet,6.0
Gauntlets,6.0
Chest Armor,6.0
Leg Armor,6.0
Warlock Bond,6.0
Astrocyte Verse,7.0
Ankaa Seeker IV,7.0
Exodus Down Hood,7.0
Hood of Optimacy,7.0
Intrepid Inquiry Hood,7.0
Iron Truage Hood,7.0
Opulent Scholar Hood,7.0
Shadow's Mind,7.0
Solstice Hood (Majestic),7.0
Arms of Optimacy,7.0
Exodus Down Gloves,7.0
Intrepid Inquiry Gloves,7.0
Iron Truage Gloves,7.0
Opulent Scholar Gloves,7.0
Shadow's Gloves,7.0
Solstice Gloves (Majestic),7.0
Exodus Down Robes,7.0
Intrepid Inquiry Robes,7.0
Iron Truage Vestments,7.0
Opulent Scholar Robes,7.0
Robes of Optimacy,7.0
Shadow's Robes,7.0
Solstice Robes (Majestic),7.0
Exodus Down Boots,7.0
Intrepid Inquiry Boots,7.0
Iron Truage Legs,7.0
Legs of Optimacy,7.0
Opulent Scholar Boots,7.0
Shadow's Boots,7.0
Solstice Boots (Majestic),7.0
Binary Phoenix Bond,7.0
Bond of Optimacy,7.0
Exodus Down Bond,7.0
Intrepid Inquiry Bond,7.0
Opulent Scholar Bond,7.0
Penumbral Bond,7.0
Solstice Bond (Majestic),7.0
Timur's Iron Bond,7.0
Solstice Hood (Renewed),7.0
Solstice Gloves (Renewed),7.0
Solstice Robes (Renewed),7.0
Solstice Boots (Renewed),7.0
Solstice Bond (Renewed),7.0
Solstice Hood (Drained),7.0
Solstice Gloves (Drained),7.0
Solstice Robes (Drained),7.0
Solstice Boots (Drained),7.0
Solstice Bond (Drained),7.0
Stormdancer's Brace,8.0
Dreambane Hood,8.0
Iron Will Hood,8.0
Mask of Righteousness,8.0
Substitutional Alloy Hood,8.0
Dreambane Gloves,8.0
Gloves of Exaltation,8.0
Iron Will Gloves,8.0
Substitutional Alloy Gloves,8.0
Dreambane Robes,8.0
Iron Will Vestments,8.0
Robes of Transcendence,8.0
Substitutional Alloy Robes,8.0
Boots of Ascendancy,8.0
Dreambane Boots,8.0
Iron Will Steps,8.0
Substitutional Alloy Boots,8.0
Dreambane Bond,8.0
Iron Will Bond,8.0
Substitutional Alloy Bond,8.0
Temptation's Bond,8.0
Tethering Void,8.0
Cosmic Wind,8.0
Cry Defiance,8.0
Raven Shard,8.0
Vector Home,8.0
Cosmic Wind III,8.0
Bond of Symmetry,8.0
Bond of the Raven Shard,8.0
Homeward,8.0
Rite of Refusal,8.0
Aspirant Helm,8.0
Damaged Warlock Hood,8.0
Refugee Helm,8.0
Wise Warlock Hood,8.0
Aspirant Gloves,8.0
Damaged Warlock Gloves,8.0
Refugee Gloves,8.0
Wise Warlock Gloves,8.0
Aspirant Robes,8.0
Damaged Warlock Robe,8.0
Refugee Vest,8.0
Wise Warlock Robes,8.0
Aspirant Boots,8.0
Damaged Warlock Boots,8.0
Refugee Boots,8.0
Wise Warlock Boots,8.0
Bond of Insight,8.0
Bond of Refuge,8.0
Shattered Warlock Bond,8.0
Wise Warlock Bond,8.0
Promethium Spur,9.0
Righteous Hood,9.0
Righteous Gloves,9.0
Righteous Robes,9.0
Righteous Boots,9.0
Righteous Bond,9.0
Felwinter's Helm,10.0
Hood of the Exile,10.0
Seventh Seraph Hood,10.0
Gloves of the Exile,10.0
Seventh Seraph Gloves,10.0
Robe of the Exile,10.0
Seventh Seraph Robes,10.0
Legs of the Exile,10.0
Seventh Seraph Boots,10.0
Bond of the Exile,10.0
Sage Rivalry Bond,10.0
Seventh Seraph Bond,10.0
Channeling Cowl (CODA),11.0
Holdfast Cover,11.0
Hood of the Exile,11.0
Moonfang-X7 Crown,11.0
Solstice Hood (Magnificent),11.0
Solstice Hood (Majestic),11.0
Channeling Wraps (CODA),11.0
Gloves of the Exile,11.0
Holdfast Gloves,11.0
Moonfang-X7 Gloves,11.0
Solstice Gloves (Magnificent),11.0
Solstice Gloves (Majestic),11.0
Channeling Robes (CODA),11.0
Holdfast Robes,11.0
Moonfang-X7 Robe,11.0
Robe of the Exile,11.0
Solstice Robes (Magnificent),11.0
Solstice Robes (Majestic),11.0
Channeling Treads (CODA),11.0
Holdfast Boots,11.0
Legs of the Exile,11.0
Moonfang-X7 Boots,11.0
Solstice Boots (Magnificent),11.0
Solstice Boots (Majestic),11.0
Bond Judgment (CODA),11.0
Bond of the Emperor's Minister,11.0
Bond of the Exile,11.0
Holdfast Bond,11.0
Moonfang-X7 Bond,11.0
Shadow's Bond,11.0
Solstice Bond (Magnificent),11.0
Solstice Bond (Majestic),11.0
Dawn Chorus,12.0
Necrotic Grip,12.0
Calamity Rig Cover,12.0
Cinder Pinion Cover,12.0
Crystocrene Hood,12.0
Iron Will Hood,12.0
Legacy's Oath Cowl,12.0
Mask of Righteousness,12.0
Phobos Warden Cowl,12.0
Wild Hunt Hood,12.0
Calamity Rig Gloves,12.0
Cinder Pinion Gloves,12.0
Crystocrene Gloves,12.0
Gloves of Exaltation,12.0
Iron Will Gloves,12.0
Legacy's Oath Gloves,12.0
Phobos Warden Gloves,12.0
Wild Hunt Gloves,12.0
Calamity Rig Robes,12.0
Cinder Pinion Robes,12.0
Crystocrene Robes,12.0
Iron Will Vestments,12.0
Legacy's Oath Robes,12.0
Phobos Warden Robes,12.0
Robes of Transcendence,12.0
Wild Hunt Vestment,12.0
Boots of Ascendancy,12.0
Calamity Rig Boots,12.0
Cinder Pinion Boots,12.0
Crystocrene Boots,12.0
Iron Will Steps,12.0
Legacy's Oath Boots,12.0
Phobos Warden Boots,12.0
Wild Hunt Boots,12.0
Calamity Rig Bond,12.0
Cinder Pinion Bond,12.0
Crystocrene Bond,12.0
Iron Will Bond,12.0
Legacy's Oath Bond,12.0
Phobos Warden Bond,12.0
Temptation's Bond,12.0
Tethering Void,12.0
Wild Hunt Bond,12.0
Mantle of Battle Harmony,13.0
Dreambane Hood,13.0
Praefectus Cover,13.0
Pyrrhic Ascent Hood,13.0
Dreambane Gloves,13.0
Praefectus Gloves,13.0
Pyrrhic Ascent Gloves,13.0
Dreambane Robes,13.0
Praefectus Robes,13.0
Pyrrhic Ascent Vestment,13.0
Dreambane Boots,13.0
Praefectus Boots,13.0
Pyrrhic Ascent Boots,13.0
Dreambane Bond,13.0
Phoenix's Fire,13.0
Praefectus Bond,13.0
Pyrrhic Ascent Bond,13.0
Boots of the Assembler,14.0
Celestine Hood (Magnificent),14.0
Celestine Hood (Majestic),14.0
Facade of the Hezen Lords,14.0
Lightkin Cover,14.0
Celestine Gloves (Magnificent),14.0
Celestine Gloves (Majestic),14.0
Gloves of the Hezen Lords,14.0
Lightkin Gloves,14.0
Celestine Robes (Magnificent),14.0
Celestine Robes (Majestic),14.0
Cuirass of the Hezen Lords,14.0
Lightkin Robes,14.0
Celestine Boots (Magnificent),14.0
Celestine Boots (Majestic),14.0
Lightkin Boots,14.0
Tread of the Hezen Lords,14.0
Celestine Bond (Magnificent),14.0
Celestine Bond (Majestic),14.0
Fragment of the Prime,14.0
Lightkin Bond,14.0
Nothing Manacles,15.0
Corrupting Echo Cover,15.0
Iron Forerunner Hood,15.0
Pathfinder's Visor,15.0
Righteous Hood,15.0
Substitutional Alloy Hood,15.0
Corrupting Echo Gloves,15.0
Iron Forerunner Gloves,15.0
Pathfinder's Wraps,15.0
Righteous Gloves,15.0
Substitutional Alloy Gloves,15.0
Corrupting Echo Robes,15.0
Iron Forerunner Vestments,15.0
Pathfinder's Robe,15.0
Righteous Robes,15.0
Substitutional Alloy Robes,15.0
Corrupting Echo Boots,15.0
Iron Forerunner Boots,15.0
Pathfinder's Pants,15.0
Righteous Boots,15.0
Substitutional Alloy Boots,15.0
Corrupting Echo Bond,15.0
Iron Forerunner Bond,15.0
Pathfinder's Bond,15.0
Righteous Bond,15.0
Substitutional Alloy Bond,15.0
Osmionancy Gloves,16.0
Secant Filaments,16.0
Clutch Extol Hood,16.0
Photosuede Hood,16.0
Resonant Fury Cowl,16.0
Tusked Allegiance Hood,16.0
Veritas Hood,16.0
Viperidax Hood,16.0
Clutch Extol Gloves,16.0
Photosuede Gloves,16.0
Resonant Fury Gloves,16.0
Tusked Allegiance Gloves,16.0
Veritas Gloves,16.0
Viperidax Gloves,16.0
Clutch Extol Robes,16.0
Photosuede Robes,16.0
Resonant Fury Robes,16.0
Tusked Allegiance Robes,16.0
Veritas Robe,16.0
Viperidax Robes,16.0
Clutch Extol Boots,16.0
Photosuede Boots,16.0
Resonant Fury Boots,16.0
Tusked Allegiance Boots,16.0
Veritas Boots,16.0
Viperidax Boots,16.0
Clutch Extol Bond,16.0
Medal Bond,16.0
Photosuede Bond,16.0
Resonant Fury Bond,16.0
Tusked Allegiance Bond,16.0
Veritas Bond,16.0
Viperidax Bond,16.0
Inspector's Hood,16.0
Inspector's Gloves,16.0
Inspector's Robes,16.0
Inspector's Boots,16.0
Inspector's Bond,16.0
Rain of Fire,17.0
Atavistic Idol Hood,17.0
Candescent Hood,17.0
Corrupting Echo Cover,17.0
Deep Explorer Hood,17.0
Eidolon Pursuant Veil,17.0
Atavistic Idol Gloves,17.0
Candescent Gloves,17.0
Corrupting Echo Gloves,17.0
Deep Explorer Gloves,17.0
Eidolon Pursuant Gloves,17.0
Atavistic Idol Vestments,17.0
Candescent Robes,17.0
Corrupting Echo Robes,17.0
Deep Explorer Vestments,17.0
Eidolon Pursuant Robe,17.0
Atavistic Idol Boots,17.0
Candescent Boots,17.0
Corrupting Echo Boots,17.0
Deep Explorer Boots,17.0
Eidolon Pursuant Pants,17.0
Atavistic Idol Bond,17.0
Candescent Bond,17.0
Corrupting Echo Bond,17.0
Deep Explorer Bond,17.0
Eidolon Pursuant Bond,17.0
Fallen Sunstar,18.0
Ketchkiller's Hood,18.0
Mouth of Ur,18.0
Grasp of Eir,18.0
Ketchkiller's Gloves,18.0
Chasm of Yul,18.0
Ketchkiller's Robes,18.0
Ketchkiller's Boots,18.0
Path of Xol,18.0
Bond of the Wormlore,18.0
Ketchkiller's Bond,18.0
