Nombre,Temporada
Forged Machinist Plate,5.0
Froststrike Plate,5.0
Iron Fellowship Plate,5.0
Star-Crossed Heart,5.0
Bulletsmith's Ire Greaves,5.0
Forged Machinist Greaves,5.0
Froststrike Greaves,5.0
Iron Fellowship Greaves,5.0
Star-Crossed Footsteps,5.0
Bulletsmith's Ire Mark,5.0
Forged Machinist Mark,5.0
Froststrike Mark,5.0
Iron Fellowship Mark,5.0
Star-Crossed Mark,5.0
Stronghold,6.0
Illicit Collector Helm,6.0
Illicit Invader Helm,6.0
Illicit Reaper Helm,6.0
Illicit Sentry Helm,6.0
Inaugural Revelry Helm,6.0
Iron Symmachy Helm,6.0
Notorious Collector Helm,6.0
Notorious Invader Helm,6.0
Notorious Reaper Helm,6.0
Notorious Sentry Helm,6.0
Outlawed Collector Helm,6.0
Outlawed Invader Helm,6.0
Outlawed Reaper Helm,6.0
Outlawed Sentry Helm,6.0
Sunbreak Helm,6.0
Vernal Growth Helm,6.0
Illicit Collector Gauntlets,6.0
Illicit Invader Gauntlets,6.0
Illicit Reaper Gauntlets,6.0
Illicit Sentry Gauntlets,6.0
Inaugural Revelry Gauntlets,6.0
Iron Symmachy Gauntlets,6.0
Notorious Collector Gauntlets,6.0
Notorious Invader Gauntlets,6.0
Notorious Reaper Gauntlets,6.0
Notorious Sentry Gauntlets,6.0
Outlawed Collector Gauntlets,6.0
Outlawed Invader Gauntlets,6.0
Outlawed Reaper Gauntlets,6.0
Outlawed Sentry Gauntlets,6.0
Sunbreak Gauntlets,6.0
Vernal Growth Gauntlets,6.0
Illicit Collector Plate,6.0
Illicit Invader Plate,6.0
Illicit Reaper Plate,6.0
Illicit Sentry Plate,6.0
Inaugural Revelry Plate,6.0
Iron Symmachy Plate,6.0
Notorious Collector Plate,6.0
Notorious Invader Plate,6.0
Notorious Reaper Plate,6.0
Notorious Sentry Plate,6.0
Outlawed Collector Plate,6.0
Outlawed Invader Plate,6.0
Outlawed Reaper Plate,6.0
Outlawed Sentry Plate,6.0
Sunbreak Plate,6.0
Vernal Growth Plate,6.0
Illicit Collector Greaves,6.0
Illicit Invader Greaves,6.0
Illicit Reaper Greaves,6.0
Illicit Sentry Greaves,6.0
Inaugural Revelry Greaves,6.0
Iron Symmachy Greaves,6.0
Notorious Collector Greaves,6.0
Notorious Invader Greaves,6.0
Notorious Reaper Greaves,6.0
Notorious Sentry Greaves,6.0
Outlawed Collector Greaves,6.0
Outlawed Invader Greaves,6.0
Outlawed Reaper Greaves,6.0
Outlawed Sentry Greaves,6.0
Sunbreak Greaves,6.0
Vernal Growth Greaves,6.0
Illicit Collector Mark,6.0
Illicit Invader Mark,6.0
Illicit Reaper Mark,6.0
Illicit Sentry Mark,6.0
Inaugural Revelry Mark,6.0
Iron Symmachy Mark,6.0
Notorious Collector Mark,6.0
Notorious Invader Mark,6.0
Notorious Reaper Mark,6.0
Notorious Sentry Mark,6.0
Outlawed Collector Mark,6.0
Outlawed Invader Mark,6.0
Outlawed Reaper Mark,6.0
Outlawed Sentry Mark,6.0
Sunbreak Mark,6.0
Vernal Growth Mark,6.0
Helmet,6.0
Gaunlets,6.0
Chest Armor,6.0
Leg Armor,6.0
Titan Mark,6.0
Peregrine Greaves,7.0
Exodus Down Helm,7.0
Helm of Optimacy,7.0
Intrepid Exploit Helm,7.0
Iron Truage Helm,7.0
Opulent Duelist Helm,7.0
Phoenix Strife Type 0,7.0
Shadow's Helm,7.0
Solstice Helm (Majestic),7.0
Arms of Optimacy,7.0
Exodus Down Gauntlets,7.0
Intrepid Exploit Gauntlets,7.0
Iron Truage Gauntlets,7.0
Opulent Duelist Gauntlets,7.0
Shadow's Gauntlets,7.0
Solstice Gauntlets (Majestic),7.0
Exodus Down Plate,7.0
Intrepid Exploit Plate,7.0
Iron Truage Plate,7.0
Opulent Duelist Plate,7.0
Plate of Optimacy,7.0
Shadow's Plate,7.0
Solstice Plate (Majestic),7.0
Exodus Down Greaves,7.0
Intrepid Exploit Greaves,7.0
Iron Truage Greaves,7.0
Legs of Optimacy,7.0
Opulent Duelist Greaves,7.0
Shadow's Greaves,7.0
Solstice Greaves (Majestic),7.0
Binary Phoenix Mark,7.0
Exodus Down Mark,7.0
Intrepid Exploit Mark,7.0
Mark of Optimacy,7.0
Opulent Duelist Mark,7.0
Penumbral Mark,7.0
Radegast's Iron Sash,7.0
Solstice Mark (Majestic),7.0
Solstice Helm (Renewed),7.0
Solstice Gauntlets (Renewed),7.0
Solstice Plate (Renewed),7.0
Solstice Greaves (Renewed),7.0
Solstice Mark (Renewed),7.0
Solstice Helm (Drained),7.0
Solstice Gauntlets (Drained),7.0
Solstice Plate (Drained),7.0
Solstice Greaves (Drained),7.0
Solstice Mark (Drained),7.0
Phoenix Cradle,8.0
Dreambane Helm,8.0
Helm of Righteousness,8.0
Iron Will Helm,8.0
Substitutional Alloy Helm,8.0
Dreambane Gauntlets,8.0
Gauntlets of Exaltation,8.0
Iron Will Gauntlets,8.0
Substitutional Alloy Gauntlets,8.0
Dreambane Plate,8.0
Iron Will Plate,8.0
Plate of Transcendence,8.0
Substitutional Alloy Plate,8.0
Dreambane Greaves,8.0
Greaves of Ascendancy,8.0
Iron Will Greaves,8.0
Substitutional Alloy Greaves,8.0
Dreambane Mark,8.0
Iron Will Mark,8.0
Substitutional Alloy Mark,8.0
Temptation's Mark,8.0
Atgeir 2T1,8.0
Fieldplate Type 10,8.0
Firebreak Field,8.0
Fortress Field,8.0
Atgeir Mark,8.0
Mark of the Fire,8.0
Mark of the Golden Citadel,8.0
Mark of the Longest Line,8.0
Brave Titan Helm,8.0
Refugee Helm,8.0
Renegade Helm,8.0
Wrecked Titan Helm,8.0
Brave Titan Gauntlets,8.0
Refugee Gloves,8.0
Renegade Gauntlets,8.0
Wrecked Titan Gauntlets,8.0
Brave Titan Plate,8.0
Refugee Plate,8.0
Renegade Plate,8.0
Wrecked Titan Plate,8.0
Brave Titan Greaves,8.0
Refugee Boots,8.0
Renegade Greaves,8.0
Wrecked Titan Greaves,8.0
Brave Titan's Mark,8.0
Mark of the Renegade,8.0
Refugee Mark,8.0
Tattered Titan Mark,8.0
Severance Enclosure,9.0
Righteous Helm,9.0
Righteous Gauntlets,9.0
Righteous Plate,9.0
Righteous Greaves,9.0
Righteous Mark,9.0
Citan's Ramparts,10.0
Helm of the Exile,10.0
Seventh Seraph Helmet,10.0
Gauntlets of the Exile,10.0
Seventh Seraph Gauntlets,10.0
Plate of the Exile,10.0
Seventh Seraph Plate,10.0
Greaves of the Exile,10.0
Seventh Seraph Greaves,10.0
Mark of the Exile,10.0
Mighty Rivalry Mark,10.0
Seventh Seraph Mark,10.0
Crushing Helm (CODA),11.0
Helm of the Exile,11.0
Holdfast Helm,11.0
Moonfang-X7 Helm,11.0
Solstice Helm (Magnificent),11.0
Solstice Helm (Majestic),11.0
Crushing Guard (CODA),11.0
Gauntlets of the Exile,11.0
Holdfast Gauntlets,11.0
Moonfang-X7 Gauntlets,11.0
Solstice Gauntlets (Magnificent),11.0
Solstice Gauntlets (Majestic),11.0
Crushing Plate (CODA),11.0
Holdfast Plate,11.0
Moonfang-X7 Chassis,11.0
Plate of the Exile,11.0
Solstice Plate (Magnificent),11.0
Solstice Plate (Majestic),11.0
Crushing Greaves (CODA),11.0
Greaves of the Exile,11.0
Holdfast Greaves,11.0
Moonfang-X7 Greaves,11.0
Solstice Greaves (Magnificent),11.0
Solstice Greaves (Majestic),11.0
Holdfast Mark,11.0
Mark Judgment (CODA),11.0
Mark of the Exile,11.0
Moonfang-X7 Mark,11.0
Solstice Mark (Magnificent),11.0
Solstice Mark (Majestic),11.0
Precious Scars,12.0
Icefall Mantle,12.0
Calamity Rig Helm,12.0
Cinder Pinion Helm,12.0
Crystocrene Helm,12.0
Helm of Righteousness,12.0
Iron Will Helm,12.0
Legacy's Oath Helm,12.0
Phobos Warden Helm,12.0
Wild Hunt Helm,12.0
Calamity Rig Gauntlets,12.0
Cinder Pinion Gauntlets,12.0
Crystocrene Gauntlets,12.0
Gauntlets of Exaltation,12.0
Iron Will Gauntlets,12.0
Legacy's Oath Gauntlets,12.0
Phobos Warden Gauntlets,12.0
Wild Hunt Gauntlets,12.0
Calamity Rig Plate,12.0
Cinder Pinion Plate,12.0
Crystocrene Plate,12.0
Iron Will Plate,12.0
Legacy's Oath Plate,12.0
Phobos Warden Plate,12.0
Plate of Transcendence,12.0
Wild Hunt Plate,12.0
Calamity Rig Greaves,12.0
Cinder Pinion Greaves,12.0
Crystocrene Greaves,12.0
Greaves of Ascendancy,12.0
Iron Will Greaves,12.0
Legacy's Oath Greaves,12.0
Phobos Warden Greaves,12.0
Wild Hunt Greaves,12.0
Calamity Rig Mark,12.0
Cinder Pinion Mark,12.0
Crystocrene Mark,12.0
Iron Will Mark,12.0
Legacy's Oath Mark,12.0
Phobos Warden Mark,12.0
Temptation's Mark,12.0
Wild Hunt Mark,12.0
Cuirass of the Falling Star,13.0
Dreambane Helm,13.0
Praefectus Helm,13.0
Pyrrhic Ascent Helm,13.0
Dreambane Gauntlets,13.0
Praefectus Gauntlets,13.0
Pyrrhic Ascent Gauntlets,13.0
Dreambane Plate,13.0
Praefectus Plate,13.0
Pyrrhic Ascent Plate,13.0
Dreambane Greaves,13.0
Praefectus Greaves,13.0
Pyrrhic Ascent Greaves,13.0
Dreambane Mark,13.0
Lion's Pride,13.0
Praefectus Mark,13.0
Pyrrhic Ascent Mark,13.0
The Path of Burning Steps,14.0
Kabr's Battlecage,14.0
Lightkin Helm,14.0
Sunstead Helm (Magnificent),14.0
Sunstead Helm (Majestic),14.0
Kabr's Brazen Grips,14.0
Lightkin Gauntlets,14.0
Sunstead Gauntlets (Magnificent),14.0
Sunstead Gauntlets (Majestic),14.0
Kabr's Wrath,14.0
Lightkin Plate,14.0
Sunstead Plate (Magnificent),14.0
Sunstead Plate (Majestic),14.0
Kabr's Forceful Greaves,14.0
Lightkin Greaves,14.0
Sunstead Greaves (Magnificent),14.0
Sunstead Greaves (Majestic),14.0
Light of the Great Prism,14.0
Lightkin Mark,14.0
Sunstead Mark (Magnificent),14.0
Sunstead Mark (Majestic),14.0
No Backup Plans,15.0
Descending Echo Helm,15.0
Iron Forerunner Helm,15.0
Pathfinder's Helm,15.0
Righteous Helm,15.0
Substitutional Alloy Helm,15.0
Descending Echo Gauntlets,15.0
Iron Forerunner Gauntlets,15.0
Pathfinder's Gauntlets,15.0
Righteous Gauntlets,15.0
Substitutional Alloy Gauntlets,15.0
Descending Echo Cage,15.0
Iron Forerunner Plate,15.0
Pathfinder's Chestplate,15.0
Righteous Plate,15.0
Substitutional Alloy Plate,15.0
Descending Echo Greaves,15.0
Iron Forerunner Greaves,15.0
Pathfinder's Greaves,15.0
Righteous Greaves,15.0
Substitutional Alloy Greaves,15.0
Descending Echo Mark,15.0
Iron Forerunner Mark,15.0
Pathfinder's Mark,15.0
Righteous Mark,15.0
Substitutional Alloy Mark,15.0
Loreley Splendor Helm,16.0
Hoarfrost-Z,16.0
Clutch Extol Helmet,16.0
Photosuede Helmet,16.0
Resonant Fury Helm,16.0
Tusked Allegiance Helmet,16.0
Veritas Helm,16.0
Viperidax Helmet,16.0
Clutch Extol Gauntlets,16.0
Photosuede Gauntlets,16.0
Resonant Fury Gauntlets,16.0
Tusked Allegiance Gauntlets,16.0
Veritas Gauntlets,16.0
Viperidax Gauntlets,16.0
Clutch Extol Plate,16.0
Photosuede Plate,16.0
Resonant Fury Plate,16.0
Tusked Allegiance Plate,16.0
Veritas Plate,16.0
Viperidax Plate,16.0
Clutch Extol Greaves,16.0
Photosuede Greaves,16.0
Resonant Fury Greaves,16.0
Tusked Allegiance Greaves,16.0
Veritas Greaves,16.0
Viperidax Greaves,16.0
Clutch Extol Mark,16.0
Mark of Medal,16.0
Photosuede Mark,16.0
Resonant Fury Mark,16.0
Tusked Allegiance Mark,16.0
Veritas Mark,16.0
Viperidax Mark,16.0
Midnight Oil Helmet,16.0
Midnight Oil Gaunlets,16.0
Midnight Oil Plate,16.0
Midnight Oil Greaves,16.0
Midnight Oil Mark,16.0
Second Chance,17.0
Atavistic Idol Helmet,17.0
Candescent Helm,17.0
Deep Explorer Helmet,17.0
Descending Echo Helm,17.0
Eidolon Pursuant Helm,17.0
Atavistic Idol Gauntlets,17.0
Candescent Gauntlets,17.0
Deep Explorer Gauntlets,17.0
Descending Echo Gauntlets,17.0
Eidolon Pursuant Gauntlets,17.0
Atavistic Idol Plate,17.0
Candescent Plate,17.0
Deep Explorer Plate,17.0
Descending Echo Cage,17.0
Eidolon Pursuant Plate,17.0
Atavistic Idol Greaves,17.0
Candescent Greaves,17.0
Deep Explorer Greaves,17.0
Descending Echo Greaves,17.0
Eidolon Pursuant Greaves,17.0
Atavistic Idol Mark,17.0
Candescent Mark,17.0
Deep Explorer Mark,17.0
Descending Echo Mark,17.0
Eidolon Pursuant Mark,17.0
Point-Contact Cannon Brace,18.0
Ketchkiller's Helmet,18.0
War Numen's Crown,18.0
Ketchkiller's Gauntlets,18.0
War Numen's Fist,18.0
Ketchkiller's Plate,18.0
War Numen's Chest,18.0
Ketchkiller's Greaves,18.0
War Numen's Boots,18.0
Ketchkiller's Mark,18.0
War Numen's Mark,18.0
