Nombre,Temporada
Memory Interdict,1
Orthrus,1
Play of the Game,1
The Day's Fury,1
Wicked Sister,1
Man o' War,1
Tarantula,1
Blue Shift,1
Curtain Call,1
Hoosegow,1
Morrigan-D,1
Mos Epoch III,1
Pentatonic-48,1
Sins of the Past,1
Complex Solution,1
Honor's Edge,1
It Stared Back,1
Negative Space,1
Steel Sybil Z-14,1
Traitor's Fate,1
Unspoken Promise,1
Cuboid ARu,1
Lionheart,1
Rebuke AX-GL,1
Ros Lysis II,1
Azimuth DSu,1
Ballyhoo Mk.27,1
Guseva-C,1
Bayesian MSu,1
Nanty Narker,1
Psi Cirrus II,1
Armillary PSu,1
Trax Dynia,1
Trax Lysis II,1
Roderic-C,1
Philippis-B,1
Protostar CSu,1
Sondok-C,1
Refrain-23,1
Sand Wasp-3au,1
Yellowjacket-3au,1
Nox Cordis II,1
Nox Lumen II,1
Parsec TSu,1
Harsh Language,1
Allegro-34,1
Lamia HC2,1
Presto-48,1
Agrona PR2,1
Encore-25,1
Black Tiger-2sr,1
Madrugada SR2,1
Sonata-48,1
Badlands Mk.24,1
Botheration Mk.28,1
Fussed Dark Mk.21,1
Requiem-43,1
Dissonance-34,1
Requiem SI2,1
Vinegaroon-2si,1
Aachen-LR2,1
Damietta-LR2,1
Tongeren-LR3,1
Furina-2mg,1
Harmony-21,1
Whip Scorpion-3mg,1
Plemusa-B,1
Stampede Mk.32,1
King Cobra-4fr,1
Cup-Bearer SA/2,1
Reginar-B,1
Weaver-C,1
Future Imperfect,1
Rest for the Wicked,1
Cydonia-AR1,1
Home Again,1
SUROS Throwback,1
Mos Ultima II,1
One Earth,1
Picayune Mk. 33,1
Psi Ferox II,1
Psi Termina II,1
Standing Tall,1
Triumph DX-PR,1
Fare-Thee-Well,1
Inverness-SR2,1
Trax Arda II,1
Jiangshi AR1,1
Equinox Tsu,1
Nox Calyx II,1
Nox Reve II,1
Resilient People,1
Minuet-12,1
Cadenza-11,1
Sea Scorpion-1sr,1
Ded Acumen II,1
Ded Nemoris II,1
Hand in Hand,1
Recital-17,1
Victoire SI2,1
Luna Nullis II,1
Trondheim-LR2,1
Troubadour,1
Daystar SMG2,1
Forte-15,1
Gareth-C,1
Hadrian-A,1
Para Torus I,1
Penumbra GSm,1
Butler RS/2,1
Nasreddin,1
Origin Story,1
Pariah,1
Headstrong,1
Lost and Found,1
Thistle and Yew,1
Traveler's Chosen,1
Traveler's Chosen (Damaged),1
Stay Away,1
Helios HC1,1
Stubborn Oak,1
Spiderbite-1si,1
The Last Dance,1
Dead Zone Rifle,1
Etude-12,1
Sorrow MG2,1
Traitor's Fate,1
Crimson,2
The Jade Rabbit,2
Telesto,2
Prometheus Lens,2
The Colony,2
Duty Bound,2
Loquitor IV,2
Orimund's Anvil,2
The Doubt,2
The Last Breath,2
Crimil's Dagger,2
D.F.A.,2
Home for the Lost,2
Living Memory,2
West of Sunfall 7,2
Autumn Wind,2
Eternal Slumber,2
Legal Action II,2
Machina Dei 4,2
Garden Progeny 1,2
Purpose,2
The Dream,2
Perfect Paradox,2
Peace by Consensus,2
Vertical Orbit QSm,2
Silicon Neuroma,2
Atalanta-D,2
New City,2
The Conqueror 2,2
Hollow Earth,2
Medley-45,2
Null Calamity 9,2
Positive Outlook,2
Conjecture TSc,2
Elatha FR4,2
Nox Veneris II,2
Orewing's Maul,2
A Cold Sweat,2
Jack Queen King 3,2
Nature of the Beast,2
The Defiant,2
Darkest Before,2
Impromptu-49,2
Infinite Paths 8,2
Jorum's Claw,2
Adverse Possession IX,2
Eternal Blazon,2
Frostmire's Hex,2
Metronome-52,2
Gunnora's Axe,2
Quitclaim Shotgun III,2
The Deicide,2
Zenith of Your Kind,2
Eulogy SI4,2
Swift Solstice,2
Traveler's Judgment 5,2
Belfry Bounty,2
Distant Tumulus,2
Maestro-46,2
The Domino,2
Radiant Stardust,2
Sol Pariah 6,2
I Am Alive,2
Interference VI,2
Sunrise GL4,2
Crooked Fang-4fr,2
Dead-Ender,2
Classical-42,2
Countess SA/2,2
Tiebreaker,2
Zenobia-D,2
Double-Edged Answer,2
Future Safe 10,2
Zephyr,2
SUROS Regime,3
The Huckleberry,3
Polaris Lance,3
Sleeper Simulant,3
Whisper of the Worm,3
Worldline Zero,3
BrayTech Winter Wolf,3
Foregone Conclusion,3
Agamid,3
Service Revolver,3
Battle Scar,3
Magnum Shepherd,3
Redrix's Claymore,3
The Marine,3
Niflheim Frost,3
Telemachus-C,3
Allied Demand,3
Last of the Legion,3
Spoiler Alert,3
The Frigid Jackal,3
Beidenhander,3
Imminent Storm,3
Motion to Suppress,3
Multimach CCX,3
Dark Decider,3
Kibou AR3,3
Proelium FR3,3
The Emperor's Envy,3
Finite Impactor,3
IKELOS_HC_v1.0.1,3
Agrona PR4,3
Jian 7 Rifle,3
Requiem-45,3
BrayTech RWP Mk. II,3
Motion to Compel,3
Vacuna SR4,3
Basilisk,3
IKELOS_SG_v1.0.1,3
Motion to Vacate,3
Wishbringer,3
18 Kelvins,3
The Vision,3
Anniella,3
Archimedes Truth,3
IKELOS_SR_v1.0.1,3
Occluded Finality,3
IKELOS_SMG_v1.0.1,3
The Quickstep,3
Courageous Surrender,3
The Permanent Truth,3
BrayTech Osprey,3
Broadsword Launcher,3
Pit Launcher,3
Scipio-D,3
Shining Sphere,3
The Button,3
Hagakure,3
Cerberus1,4
Wish-Ender,4
Ace of Spades,4
Malfeasance,4
The Chaperone,4
Trinity Ghould,4
Lord of Wolves,4
Wavesplitter,4
One Thousand Voices,4
The Queenbreaker,4
Thunderlord,4
Two-Tailed Fox,4
Black Talon,4
Ether Doctor,4
Halfdan-D,4
Hazard of the Cast,4
Horror Story,4
Tigerspite,4
No Turning Back,4
The Militia's Birthright,4
Better Devils,4
Duke Mk. 44,4
Pribina-D,4
Ten Paces,4
Warden's Law,4
Bygones,4
Chattering Bone,4
Eystein-D,4
Go Figure,4
Redrix's Broadsword,4
Nameless Midnight,4
Talons of the Eagle,4
Transfiguration,4
Wrong Side of Right,4
Dust Rock Blues,4
Parcel of Stardust,4
Toil and Trouble,4
Smuggler's Word,4
Bite of the Fox,4
Dreaded Venture,4
Long Shadow,4
The Supremacy,4
Antiope-D,4
Hard Truths,4
Pillager,4
Trackless Waste,4
Age-Old Bond,4
Misfit,4
Valakadyn,4
Arsenic Bite-4b,4
Subtle Calamity,4
Tyranny of Heaven,4
Erentil FR4,4
Main Ingredient,4
Proelium FR3,4
Techeun Force,4
Luna's Howl,4
Nation of Beasts,4
Not Forgotten,4
Thin Line,4
Trust,4
Waking Vigil,4
Claws of the Wolf,4
Horror's Least,4
Right Side of Wrong,4
Black Scorpion-4sr,4
Distant Relation,4
The Cut and Run,4
Vouchsafe,4
Badlander,4
Good Bone Structure,4
Mindbender's Ambition,4
Retold Tale,4
Anonymous Autumn,4
Death by Scorn,4
The Last Dance,4
Translation Theory,4
Vestian Dynasty,4
Elegy-49,4
Fate Cries Foul,4
The Long Goodbye,4
Twilight Oath,4
Bad Reputation,4
Breath of the Dragon,4
Edge Transit,4
Outrageous Fortune,4
Play of the Game,4
Swarm of the Raven,4
Terran Wind,4
Through Fire and Flood,4
Crooked Fang-4fr,4
Apex Predator,4
Bad Omens,4
Roar of the Bear,4
Sleepless,4
Zenobia-D,4
Abide the Return,4
Steel Sybil Z-14,4
Cuboid ARu,4
Ros Lysis II,4
Azimuth DSu,4
Ballyhoo Mk.27,4
Bayesian MSu,4
Psi Cirrus II,4
Armillary PSu,4
Trax Lysis II,4
Badlands Mk.24,4
Botheration Mk.28,4
Roderic-C,4
Aachen-LR2,4
Philippis-B,4
Protostar CSu,4
Refrain-23,4
Sand Wasp-3au,4
Nox Cordis II,4
Nox Lumen II,4
Parsec TSu,4
Allegro-34,4
Lamia HC2,4
Agrona PR2,4
Encore-25,4
Black Tiger-2sr,4
Madrugada SR2,4
Fussed Dark Mk.21,4
Dissonance-34,4
Requiem SI2,4
Vinegaroon-2si,4
Damietta-LR2,4
Tongeren-LR3,4
Furina-2mg,4
Harmony-21,4
Plemusa-B,4
Stampede Mk.32,4
Cup-Bearer SA/2,4
Reginar-B,4
Future Imperfect,4
Rest for the Wicked,4
The Last Word,5
Izanagi's Burden,5
Le Monarque,5
Jötunn,5
Anarchy,5
Breakneck,5
The Spiteful Fang,5
The Mountaintop,5
Bad News XF4354,5
Crimil's Dagger,5
Blast Furnace,5
Nightshade,5
Does Not Compute,5
Baligant XU7743,5
Threat Level,5
Show of Force XF4865,5
Atalanta-D XG1992,5
Galliard-42 XN7568,5
The Ringing Nail,5
The Vow,5
Loaded Question,5
Tempered Dynamo,5
Kindled Orchid,5
Swift Ride XE8375,5
No Feelings,5
Tango-45 XK5094,5
Wishbringer,5
Dead Man Walking XX7463,5
Persuader,5
Tatara Gaze,5
The Hero's Burden,5
Acantha-D XK8434,5
Avalanche,5
Hammerhead,5
Bellowing Giant,5
Hoosegow XE5837,5
Stryker's Sure-Hand,5
Thorn,6
Arbalest,6
Outbreak Perfected,6
Service Revolver,6
Spare Rations,6
Night Watch,6
Lonesome,6
Gnawing Hunger,6
The Wizened Rebuke,6
Orewing's Maul,6
Last Perdition,6
Outlast,6
Oxygen SR3,6
Last Man Standing,6
Sole Survivor,6
Bug-Out Bag,6
The Recluse,6
Doomsday,6
21% Delirium,6
Just in Case,6
Lumina,7
Bad Juju,7
Tarrabah,7
Truth,7
Throne-Cleaver,7
Goldtusk,7
Death's Razor,7
Gahlran's Right Hand,7
Austringer,7
Rose,7
Imperial Decree,7
Revoker,7
Hush,7
The Epicurean,7
Calusea Noblesse,7
Emperor's Courtesy,7
Gunnora's Axe,7
Drang (Baroque),7
Beloved,7
CALUS Mini-Tool,7
Wendigo GL3,7
Bane of Sorrow,7
Fixed Odds,7
Shining Sphere,7
Monte Carlo,8
Eriana's Vow,8
Divinity,8
Leviathan's Breath,8
Xenophage,8
Deathbringer,8
BrayTech Werewolf,8
Pluperfect,8
Accrued Redemption,8
Loud Lullaby,8
Sacred Provenance,8
Imperative,8
Randy's Throwing Knife,8
Blasphemer,8
One Small Step,8
Tranquility,8
Exit Strategy,8
Arc Logic,8
Reckless Oracle,8
Dream Breaker,8
Zealot's Reward,8
Ancient Gospel,8
Optative,8
Adhortative,8
Premonition,8
Prophet of Doom,8
Apostate,8
Omniscient Eye,8
Every Waking Moment,8
Subjunctive,8
Love and Death,8
A Fine Memorial,8
Edgewise,8
Temporal Clause,8
Heretic,8
Night Terror,8
Khvostov 7G-02,8
Bastion,9
Symmetry,9
Devil's Ruin,9
Steelfeather Repeater,9
The Old Fashioned,9
Patron of Lost Causes,9
Hawthorne's Field-Forged Shotgun,9
Perfect Paradox,9
Breachlight,9
Buzzard,9
Cold Front,9
Uriel's Gift,9
Point of the Stag,9
Elatha FR4,9
Gallant Charge,9
Martyr's Retribution,9
Jack Queen King 3,9
Infinite Paths 8,9
Python,9
Last Hope,9
Traveler's Judgment 5,9
Trophy Hunter,9
Komodo-4FR,9
Line in the Sand,9
Mos Epoch III,9
Pyroclastic Flow,9
Tommy's Matchbook,10
The Fourth Horseman,10
Heir Apparent,10
Seventh Seraph Carbine,10
Dire Promise,10
Seventh Seraph Officer Revolver,10
True Prophecy,10
The Scholar,10
Astral Horizon,10
Enigma's Draw,10
Eye of Sol,10
Escape Velocity,10
The Summoner,10
Exile's Curse,10
Timelines' Vertex,10
Jian 7 Rifle,10
Felwinter's Lie,10
Seventh Seraph CQC-12,10
Seventh Seraph SI-2,10
Distant Tumulus,10
Seventh Seraph VY-7,10
Interference VI,10
Seventh Seraph SAW,10
Tomorrow's Answer,10
Honor's Edge,10
Witherloard,11
Traveler's Chosen,11
Ruinous Effigy,11
False Promises,11
The Forward Path,11
Whispering Slab,11
Cold Denial,11
Hollow Words,11
Truthteller,11
IKELOS_HC_v1.0.2,11
Nature of the Beast,11
"First In, Last Out",11
IKELOS_SG_v1.0.2,11
The Fool's Remedy,11
IKELOS_SR_v1.0.2,11
Widow's Bite,11
Death Adder,11
IKELOS_SMG_v1.0.2,11
Berenger's Memory,11
Hoosegow,11
Falling Guillotine,11
Negative Space,11
Temptation's Hook,11
Hawkmoon,12
No Time to Explain,12
Duality,12
Cloudstrike,12
Salvation's Grip,12
Eyes of Tomorrow,12
The Lament,12
Biting Winds,12
The Steady Hand,12
Hailing Confusion,12
The Guiding Sight,12
The Scholar (Adept),12
Astral Horizon (Adept),12
Heritage,12
High Albedo,12
Eye of Sol (Adept),12
Succession,12
Friction Fire,12
Arctic Haze,12
The Summoner (Adept),12
Coriolis Force,12
Exile's Curse (Adept),12
Glacioclasm,12
Deafening Whisper,12
Posterity,12
Stars in Shadow,12
Royal Chase,12
Trustee,12
Bonechiller,12
Xenoclast IV,12
Adored,12
Blast Battue,12
Crowd Pleaser,12
Corsair's Wrath,12
Commemoration,12
Thermal Erosion,12
Subzero Salvo,12
Tomorrow's Answer (Adept),12
Bequest,12
Dead Man's Tale,13
Ticuu's Divinitation,13
The Messenger,13
The Messenger (Adept),13
The Time-Worn Spire,13
Extraordinary Rendition,13
Multimach CCX,13
Shadow Price,13
Shadow Price (Adept),13
Imperial Needle,13
Cartesian Coordinate,13
Trinary System,13
Salvager's Salvo,13
Bottom Dollar,13
Igneous Hammer,13
Igneous Hammer (Adept),13
The Palindrome,13
The Palindrome (Adept),13
The Third Axiom,13
Eternal Blazon,13
Retrofuturist,13
Brass Attacks,13
The Keening,13
Far Future,13
Frozen Orbit,13
Tarantula,13
Threaded Needle,13
THE SWARM,13
THE SWARM (Adept),13
Code Duello,13
Royal Entry,13
Sola's Scar,13
Sola's Scar (Adept),13
Holless-IV,13
Exitus Mk.I,13
Cryosthesia 77k,14
Vex Mythoclast,14
Crown-Splitter,14
Quickfang,14
Eternity's Edge,14
Chroma Rush,14
Ignition Code,14
Fatebringer,14
Fatebringer (Timelost),14
Survivor's Epitaph,14
Hung Jury SR4,14
Hung Jury SR4 (Adept),14
Riiswalker,14
Farewell,14
Praedyth's Revenge,14
Praedyth's Revenge (Timelost),14
The Number,14
Null Composure,14
PLUG ONE.1,14
PLUG ONE.1 (Adept),14
Empty Vessel,14
Finite Impactor,14
Gridskipper,14
Pleiades Corrector,14
Vision of Confluence,14
Vision of Confluence (Timelost),14
Compass Rose,14
Found Verdict,14
Found Verdict (Timelost),14
Sojourner's Tale,14
The Deicide,14
The Vision,14
Occluded Finality,14
Uzume RR4,14
Uzume RR4 (Adept),14
Borrowed Time,14
Shayura's Wrath,14
Shayura's Wrath (Adept),14
Stochastic Variable,14
Memory Interdict,14
Archon's Thunder,14
Corrective Measure,14
Corrective Measure (Timelost),14
Shattered Cipher,14
Hezen Vengeance,14
Hezen Vengeance (Timelost),14
Forerunner,15
Ager's Scepter,15
Lorentz Driver,15
Gjallarhorn,15
Scathelocke,15
The Last Breath,15
Pardon Our Dust,15
Eyasluna,15
Judgment,15
Vulpecula,15
Legal Action II,15
Servant Leader,15
Fractethyst,15
Wastelander M5,15
Peacebond,15
Spoiler Alert,15
Shepherd's Watch,15
Chrysura Melo,15
Sorrow's Verse,15
Wolftone Draw,15
Iota Draconis,15
Annual Skate,15
BxR-55 Battler,15
Darkest Before,15
Forge's Pledge,15
Jurassic Green,15
Contingency Plan,15
A Sudden Death,15
Matador 64,15
The Comedian,15
The Comedian (Adept),15
A Swift Verdict,15
Punching Out,15
1000 Yard Stare,15
The Long Walk,15
Retraced Path,15
Canis Major,15
Reed's Regret,15
Reed's Regret (Adept),15
Ascendancy,15
The Hothead,15
The Hothead (Adept),15
Half-Truths,15
Hero of Ages,15
The Other Half,15
Zephyr,15
Edge of Action,16
Edge od Concurrence,16
Edge of Intent,16
Osteo Striga,16
Dead Messenger,16
Collective Obligation,16
Parasite,16
Grand Overture,16
Duty Bound,16
Duty Bound (Adept),16
Herod-C,16
Krait,16
Fel Taradiddle,16
Deliverance,16
Deliverance (Adept),16
Piece of Mind,16
Syncopation-53,16
Perses-D,16
Fortissimo-11,16
Ragnhild-D,16
Reckless Endangerment,16
Empirical Evidence,16
Silicon Neuroma,16
Silicon Neuroma (Adept),16
Thoughtless,16
Forensic Nightmare,16
Submission,16
Submission (Adept),16
Come to Pass,16
Sweet Sorrow,16
Under Your Skin,16
Likely Suspect,16
Snorri FR5,16
Lubrae's Ruin,16
Lubrae's Ruin (Adept),16
The Enigma,16
Explosive Personality,16
Forbearance,16
Forbearance (Adept),16
Cantata-57,16
Crisis Inverted,16
Frontier's Cry,16
Insidious,16
Insidious (Adept),16
Ogma PR6,16
Aisha's Embrace,16
Aisha's Embrace (Adept),16
Pointed Inquiry,16
Redback-5si,16
Father's Sins,16
Fugue-55,16
Funnelweb,16
The Title,16
Tarnation,16
Typhon GL5,16
Cataclysmic,16
Cataclysmic (Adept),16
Recurrent Impact,16
Palmyra-B,16
Red Herring,16
Razor's Edge,16
Trespasser,17
Hearthshadow,17
Firefright,17
Lunulata-4b,17
Burden of Guilt,17
Burden of Guilt (Adept),17
Riptide,17
Lingering Dread,17
Austringer,17
D.F.A.,17
D.F.A. (Adept),17
Something New,17
New Purpose,17
Tears of Contrition,17
Enyo-D,17
Strident Whistle,17
The Epicurean,17
The Wizened Rebuke,17
Nezarec's Whisper,17
Horror's Least,17
Horror's Least (Adept),17
Staccato-46,17
Dead Weight,17
Without Remorse,17
Drang (Baroque),17
Forgiveness,17
Forgiveness (Adept),17
Beloved,17
Gallu RR3,17
CALUS Mini-Tool,17
The Hero's Burden,17
Unforgiven,17
Hollow Denial,17
Stormchaser,17
Chain of Command,17
Fixed Odds,17
Bump in the Night,17
Quicksilver Storm,18
Touch of Malice,18
Delicate Tomb,18
Whistler's Whim,18
Whistler's Whim (Adept),18
The Militia's Birthright,18
The Militia's Birthright (Adept),18
Pure Poetry,18
Smite of Merain,18
Smite of Merain (Harrowed),18
No Reprieve,18
Allied Demand,18
Boudica-C,18
Defiance of Yasmin,18
Defiance of Yasmin (Harrowed),18
Blood Feud,18
Pizzicato-22,18
Ammit AR2,18
Midha's Reckoning,18
Midha's Reckoning (Harrowed),18
Zaouli's Bane,18
Zaouli's Bane (Harrowed),18
Yesteryear,18
Doom of Chelchis,18
Doom of Chelchis (Harrowed),18
Tarnished Mettle,18
Mindbender's Ambition,18
Mindbender's Ambition (Adept),18
The Inquisitor,18
The Inquisitor (Adept),18
Brigand's Law,18
Out of Bounds,18
Cry Mutiny,18
Sailspy Pitchglass,18
Taipan-4fr,18
Planck's Stride,18
Qullim's Terminus,18
Qullim's Terminus (Harrowed),18
Roar of the Bear,18
